county,state,date,count
"Los Angeles County ","CA",2022-05-22,2806452
"Los Angeles County ","CA",2022-05-23,2806512
"Los Angeles County ","CA",2022-05-24,2806512
"Los Angeles County ","CA",2022-05-25,2806512
"Los Angeles County ","CA",2022-05-26,2818883
"Los Angeles County ","CA",2022-05-27,2818883
"Los Angeles County ","CA",2022-05-28,2835515
"Los Angeles County ","CA",2022-05-29,2836535
"Los Angeles County ","CA",2022-05-30,2841989
"Los Angeles County ","CA",2022-05-31,2843393
"Los Angeles County ","CA",2022-06-01,2846542
"Los Angeles County ","CA",2022-06-02,2846726
"Los Angeles County ","CA",2022-06-03,2846726
"Los Angeles County ","CA",2022-06-04,2846726
"Los Angeles County ","CA",2022-06-05,2846726
"Los Angeles County ","CA",2022-06-06,2865639
"Los Angeles County ","CA",2022-06-07,2865639
"Los Angeles County ","CA",2022-06-08,2865639
"Los Angeles County ","CA",2022-06-09,2865639
"Los Angeles County ","CA",2022-06-10,2878717
"Los Angeles County ","CA",2022-06-11,2878717
"Los Angeles County ","CA",2022-06-12,2896983
"Los Angeles County ","CA",2022-06-13,2897034
"Los Angeles County ","CA",2022-06-14,2907470
"Los Angeles County ","CA",2022-06-15,2908890
"Los Angeles County ","CA",2022-06-16,2908936
"Los Angeles County ","CA",2022-06-17,2921643
"Los Angeles County ","CA",2022-06-18,2927077
"Los Angeles County ","CA",2022-06-19,2929629
"Los Angeles County ","CA",2022-06-20,2931466
"Los Angeles County ","CA",2022-06-21,2934532
"Los Angeles County ","CA",2022-06-22,2936472
"Los Angeles County ","CA",2022-06-23,2936561
"Los Angeles County ","CA",2022-06-24,2950937
"Los Angeles County ","CA",2022-06-25,2954122
"Los Angeles County ","CA",2022-06-26,2955141
"Los Angeles County ","CA",2022-06-27,2955235
"Los Angeles County ","CA",2022-06-28,2955235
"Los Angeles County ","CA",2022-06-29,2981109
"Los Angeles County ","CA",2022-06-30,2987017
"Los Angeles County ","CA",2022-07-01,2992625
"Los Angeles County ","CA",2022-07-02,2997947
"Los Angeles County ","CA",2022-07-03,3001383
"Los Angeles County ","CA",2022-07-04,3004040
"Los Angeles County ","CA",2022-07-05,3006741
"Los Angeles County ","CA",2022-07-06,3015131
"Los Angeles County ","CA",2022-07-07,3021962
"Los Angeles County ","CA",2022-07-08,3028368
"Los Angeles County ","CA",2022-07-09,3034668
"Los Angeles County ","CA",2022-07-10,3038894
"Los Angeles County ","CA",2022-07-11,3024698
"Los Angeles County ","CA",2022-07-12,3024698
"Los Angeles County ","CA",2022-07-13,3024698
"Los Angeles County ","CA",2022-07-14,3058047
"Los Angeles County ","CA",2022-07-15,3062981
"Los Angeles County ","CA",2022-07-16,3072000
"Los Angeles County ","CA",2022-07-17,3075749
"Los Angeles County ","CA",2022-07-18,3078420
"Los Angeles County ","CA",2022-07-19,3082767
"Los Angeles County ","CA",2022-07-20,3084954
"Los Angeles County ","CA",2022-07-21,3085117
"Los Angeles County ","CA",2022-07-22,3102534
"Los Angeles County ","CA",2022-07-23,3105480
"Los Angeles County ","CA",2022-07-24,3106712
"Los Angeles County ","CA",2022-07-25,3106804
"Los Angeles County ","CA",2022-07-26,3106804
"Los Angeles County ","CA",2022-07-27,3129508
"Los Angeles County ","CA",2022-07-28,3133827
"Los Angeles County ","CA",2022-07-29,3136813
"Los Angeles County ","CA",2022-07-30,3139609
"Los Angeles County ","CA",2022-07-31,3140602
"Los Angeles County ","CA",2022-08-01,3140696
"Los Angeles County ","CA",2022-08-02,3151836
"Los Angeles County ","CA",2022-08-03,3153408
"Los Angeles County ","CA",2022-08-04,3153498
"Los Angeles County ","CA",2022-08-05,3164613
"Los Angeles County ","CA",2022-08-06,3166961
"Los Angeles County ","CA",2022-08-07,3167786
"Los Angeles County ","CA",2022-08-08,3167847
"Los Angeles County ","CA",2022-08-09,3176268
"Los Angeles County ","CA",2022-08-10,3177442
"Los Angeles County ","CA",2022-08-11,3177511
"Los Angeles County ","CA",2022-08-12,3187824
"Los Angeles County ","CA",2022-08-13,3189779
"Los Angeles County ","CA",2022-08-14,3190501
"Los Angeles County ","CA",2022-08-15,3190552
"Los Angeles County ","CA",2022-08-16,3198661
"Los Angeles County ","CA",2022-08-17,3199694
"Los Angeles County ","CA",2022-08-18,3199767
"Los Angeles County ","CA",2022-08-19,3208800
"Los Angeles County ","CA",2022-08-20,3210491
"Los Angeles County ","CA",2022-08-21,3211012
"Los Angeles County ","CA",2022-08-22,3211065
"Los Angeles County ","CA",2022-08-23,3218011
"Los Angeles County ","CA",2022-08-24,3219017
"Los Angeles County ","CA",2022-08-25,3219072
"Los Angeles County ","CA",2022-08-26,3226424
"Los Angeles County ","CA",2022-08-27,3227815
"Los Angeles County ","CA",2022-08-28,3228258
"Los Angeles County ","CA",2022-08-29,3228294
"Los Angeles County ","CA",2022-08-30,3228294
"Los Angeles County ","CA",2022-08-31,3234942
"Los Angeles County ","CA",2022-09-01,3234984
"Los Angeles County ","CA",2022-09-02,3234984
"Los Angeles County ","CA",2022-09-03,3234984
"Los Angeles County ","CA",2022-09-04,3234984
"Los Angeles County ","CA",2022-09-05,3242094
"Los Angeles County ","CA",2022-09-06,3242094
"Los Angeles County ","CA",2022-09-07,3242094
"Los Angeles County ","CA",2022-09-08,3242094
"Los Angeles County ","CA",2022-09-09,3242094
"Los Angeles County ","CA",2022-09-10,3246144
"Los Angeles County ","CA",2022-09-11,3246144
"Los Angeles County ","CA",2022-09-12,3246144
"Los Angeles County ","CA",2022-09-13,3246144
"Los Angeles County ","CA",2022-09-14,3246144
"Los Angeles County ","CA",2022-09-15,3253648
"Los Angeles County ","CA",2022-09-16,3253648
"Los Angeles County ","CA",2022-09-17,3253648
"Los Angeles County ","CA",2022-09-18,3253648
"Los Angeles County ","CA",2022-09-19,3253648
"Los Angeles County ","CA",2022-09-20,3253648
"Los Angeles County ","CA",2022-09-21,3253648
"Los Angeles County ","CA",2022-09-22,3263252
"Los Angeles County ","CA",2022-09-23,3263252
"Los Angeles County ","CA",2022-09-24,3263252
"Los Angeles County ","CA",2022-09-25,3271160
"Los Angeles County ","CA",2022-09-26,3271355
"Los Angeles County ","CA",2022-09-27,3271401
"Los Angeles County ","CA",2022-09-28,3271401
"Los Angeles County ","CA",2022-09-29,3271401
"Los Angeles County ","CA",2022-09-30,3271401
"Los Angeles County ","CA",2022-10-01,3271401
"Los Angeles County ","CA",2022-10-02,3271401
"Los Angeles County ","CA",2022-10-03,3271401
"Los Angeles County ","CA",2022-10-04,3271401
"Los Angeles County ","CA",2022-10-05,3278705
"Los Angeles County ","CA",2022-10-06,3278705
"Los Angeles County ","CA",2022-10-07,3278705
"Los Angeles County ","CA",2022-10-08,3278705
"Los Angeles County ","CA",2022-10-09,3278705
"Los Angeles County ","CA",2022-10-10,3278705
"Los Angeles County ","CA",2022-10-11,3278705
"Los Angeles County ","CA",2022-10-12,3278705
"Los Angeles County ","CA",2022-10-13,3285127
"Los Angeles County ","CA",2022-10-14,3285127
"Los Angeles County ","CA",2022-10-15,3285127
"Los Angeles County ","CA",2022-10-16,3289529
"Los Angeles County ","CA",2022-10-17,3289544
"Los Angeles County ","CA",2022-10-18,3289556
"Los Angeles County ","CA",2022-10-19,3289556
"Los Angeles County ","CA",2022-10-20,3289556
"Los Angeles County ","CA",2022-10-21,3289556
"Los Angeles County ","CA",2022-10-22,3289556
"Los Angeles County ","CA",2022-10-23,3289556
"Los Angeles County ","CA",2022-10-24,3298257
"Los Angeles County ","CA",2022-10-25,3298293
"Los Angeles County ","CA",2022-10-26,3298293
"Los Angeles County ","CA",2022-10-27,3298293
"Los Angeles County ","CA",2022-10-28,3298293
"Los Angeles County ","CA",2022-10-29,3298293
"Los Angeles County ","CA",2022-10-30,3298293
"Los Angeles County ","CA",2022-10-31,3298293
"Los Angeles County ","CA",2022-11-01,3298293
"Los Angeles County ","CA",2022-11-02,3298293
"Los Angeles County ","CA",2022-11-03,3298293
"Los Angeles County ","CA",2022-11-04,3304172
"Los Angeles County ","CA",2022-11-05,3304172
"Los Angeles County ","CA",2022-11-06,3304172
"Los Angeles County ","CA",2022-11-07,3304172
"Los Angeles County ","CA",2022-11-08,3311391
"Los Angeles County ","CA",2022-11-09,3311391
"Los Angeles County ","CA",2022-11-10,3311391
"Los Angeles County ","CA",2022-11-11,3311391
"Los Angeles County ","CA",2022-11-12,3311391
"Los Angeles County ","CA",2022-11-13,3311391
"Los Angeles County ","CA",2022-11-14,3324636
"Los Angeles County ","CA",2022-11-15,3326540
"Los Angeles County ","CA",2022-11-16,3320151
"Los Angeles County ","CA",2022-11-17,3320151
"Los Angeles County ","CA",2022-11-18,3320151
"Los Angeles County ","CA",2022-11-19,3320151
"Los Angeles County ","CA",2022-11-20,3320151
"Los Angeles County ","CA",2022-11-21,3320151
"Los Angeles County ","CA",2022-11-22,3339211
"Los Angeles County ","CA",2022-11-23,3332068
"Los Angeles County ","CA",2022-11-24,3332068
"Los Angeles County ","CA",2022-11-25,3332068
"Los Angeles County ","CA",2022-11-26,3332068
"Los Angeles County ","CA",2022-11-27,3332068
"Los Angeles County ","CA",2022-11-28,3346626
"Los Angeles County ","CA",2022-11-29,3346699
"Los Angeles County ","CA",2022-11-30,3346699
"Los Angeles County ","CA",2022-12-01,3346699
"Los Angeles County ","CA",2022-12-02,3346699
"Los Angeles County ","CA",2022-12-03,3346699
"Los Angeles County ","CA",2022-12-04,3346699
"Los Angeles County ","CA",2022-12-05,3370534
"Los Angeles County ","CA",2022-12-06,3370646
"Los Angeles County ","CA",2022-12-07,3370646
"Los Angeles County ","CA",2022-12-08,3370646
"Los Angeles County ","CA",2022-12-09,3370646
"Los Angeles County ","CA",2022-12-10,3370646
"Los Angeles County ","CA",2022-12-11,3370646
"Los Angeles County ","CA",2022-12-12,3370646
"Los Angeles County ","CA",2022-12-13,3370646
"Los Angeles County ","CA",2022-12-14,3390076
"Los Angeles County ","CA",2022-12-15,3390076
"Los Angeles County ","CA",2022-12-16,3390076
"Los Angeles County ","CA",2022-12-17,3390076
"Los Angeles County ","CA",2022-12-18,3390076
"Los Angeles County ","CA",2022-12-19,3409130
"Los Angeles County ","CA",2022-12-20,3411742
"Los Angeles County ","CA",2022-12-21,3414187
"Los Angeles County ","CA",2022-12-22,3416156
"Los Angeles County ","CA",2022-12-23,3417660
"Los Angeles County ","CA",2022-12-24,3419029
"Los Angeles County ","CA",2022-12-25,3419672
"Los Angeles County ","CA",2022-12-26,3420005
"Los Angeles County ","CA",2022-12-27,3420119
"Los Angeles County ","CA",2022-12-28,3420119
"Los Angeles County ","CA",2022-12-29,3420119
"Los Angeles County ","CA",2022-12-30,3420119
"Los Angeles County ","CA",2022-12-31,3420119
"Los Angeles County ","CA",2023-01-01,3420119
"Los Angeles County ","CA",2023-01-02,3420119
"Los Angeles County ","CA",2023-01-03,3433929
"Los Angeles County ","CA",2023-01-04,3433929
"Los Angeles County ","CA",2023-01-05,3433929
"Los Angeles County ","CA",2023-01-06,3433929
"Los Angeles County ","CA",2023-01-07,3433929
"Los Angeles County ","CA",2023-01-08,3433929
"Los Angeles County ","CA",2023-01-09,3445989
"Los Angeles County ","CA",2023-01-10,3447247
"Los Angeles County ","CA",2023-01-11,3448295
"Los Angeles County ","CA",2023-01-12,3449312
"Los Angeles County ","CA",2023-01-13,3450050
"Los Angeles County ","CA",2023-01-14,3450670
"Los Angeles County ","CA",2023-01-15,3451023
"Los Angeles County ","CA",2023-01-16,3453860
"Los Angeles County ","CA",2023-01-17,3454617
"Los Angeles County ","CA",2023-01-18,3455680
"Los Angeles County ","CA",2023-01-19,3456515
"Los Angeles County ","CA",2023-01-20,3457274
"Los Angeles County ","CA",2023-01-21,3457987
"Los Angeles County ","CA",2023-01-22,3458442
"Los Angeles County ","CA",2023-01-23,3458919
"Los Angeles County ","CA",2023-01-24,3459798
"Los Angeles County ","CA",2023-01-25,3460648
"Los Angeles County ","CA",2023-01-26,3461390
"Los Angeles County ","CA",2023-01-27,3461956
"Los Angeles County ","CA",2023-01-28,3462527
"Los Angeles County ","CA",2023-01-29,3462862
"Los Angeles County ","CA",2023-01-30,3463033
"Los Angeles County ","CA",2023-01-31,3463094
"Los Angeles County ","CA",2023-02-01,3463094
"Los Angeles County ","CA",2023-02-02,3463094
"Los Angeles County ","CA",2023-02-03,3463094
"Los Angeles County ","CA",2023-02-04,3463094
"Los Angeles County ","CA",2023-02-05,3463094
"Los Angeles County ","CA",2023-02-06,3471666
"Los Angeles County ","CA",2023-02-07,3472787
"Los Angeles County ","CA",2023-02-08,3473733
"Los Angeles County ","CA",2023-02-09,3474700
"Los Angeles County ","CA",2023-02-10,3475530
"Los Angeles County ","CA",2023-02-11,3476316
"Los Angeles County ","CA",2023-02-12,3476920
"Los Angeles County ","CA",2023-02-13,3477509
"Los Angeles County ","CA",2023-02-14,3478502
"Los Angeles County ","CA",2023-02-15,3479377
"Los Angeles County ","CA",2023-02-16,3480233
"Los Angeles County ","CA",2023-02-17,3481089
"Los Angeles County ","CA",2023-02-18,3481836
"Los Angeles County ","CA",2023-02-19,3482314
"Los Angeles County ","CA",2023-02-20,3482784
"Los Angeles County ","CA",2023-02-21,3483600
"Los Angeles County ","CA",2023-02-22,3484642
"Los Angeles County ","CA",2023-02-23,3485533
"Los Angeles County ","CA",2023-02-24,3486307
"Los Angeles County ","CA",2023-02-25,3486858
"Los Angeles County ","CA",2023-02-26,3487168
"Los Angeles County ","CA",2023-02-27,3487316
"Los Angeles County ","CA",2023-02-28,3487352
"Los Angeles County ","CA",2023-03-01,3487352
"Los Angeles County ","CA",2023-03-02,3487352
"Los Angeles County ","CA",2023-03-03,3487352
"Los Angeles County ","CA",2023-03-04,3487352
"Los Angeles County ","CA",2023-03-05,3487352
"Los Angeles County ","CA",2023-03-06,3494381
"Los Angeles County ","CA",2023-03-07,3495127
"Los Angeles County ","CA",2023-03-08,3495694
"Los Angeles County ","CA",2023-03-09,3496313
"Los Angeles County ","CA",2023-03-10,3496929
"Los Angeles County ","CA",2023-03-11,3497421
"Los Angeles County ","CA",2023-03-12,3497783
"Los Angeles County ","CA",2023-03-13,3498082
"Los Angeles County ","CA",2023-03-14,3498782
"Los Angeles County ","CA",2023-03-15,3499288
"Los Angeles County ","CA",2023-03-16,3499725
"Los Angeles County ","CA",2023-03-17,3500176
"Los Angeles County ","CA",2023-03-18,3500546
"Los Angeles County ","CA",2023-03-19,3500753
"Los Angeles County ","CA",2023-03-20,3500870
"Los Angeles County ","CA",2023-03-21,3500885
"Los Angeles County ","CA",2023-03-22,3500885
"Los Angeles County ","CA",2023-03-23,3500885
"Los Angeles County ","CA",2023-03-24,3500885
"Los Angeles County ","CA",2023-03-25,3500885
"Los Angeles County ","CA",2023-03-26,3504221
"Los Angeles County ","CA",2023-03-27,3504337
"Los Angeles County ","CA",2023-03-28,3504352
"Los Angeles County ","CA",2023-03-29,3504352
"Los Angeles County ","CA",2023-03-30,3504352
"Los Angeles County ","CA",2023-03-31,3504352
"Los Angeles County ","CA",2023-04-01,3504352
"Los Angeles County ","CA",2023-04-02,3507447
"Los Angeles County ","CA",2023-04-03,3507650
"Los Angeles County ","CA",2023-04-04,3508066
"Los Angeles County ","CA",2023-04-05,3508424
"Los Angeles County ","CA",2023-04-06,3508772
"Los Angeles County ","CA",2023-04-07,3509118
"Los Angeles County ","CA",2023-04-08,3509446
"Los Angeles County ","CA",2023-04-09,3509709
"Los Angeles County ","CA",2023-04-10,3509881
"Los Angeles County ","CA",2023-04-11,3510384
"Los Angeles County ","CA",2023-04-12,3510690
"Los Angeles County ","CA",2023-04-13,3510933
"Los Angeles County ","CA",2023-04-14,3511193
"Los Angeles County ","CA",2023-04-15,3511384
"Los Angeles County ","CA",2023-04-16,3511520
"Los Angeles County ","CA",2023-04-17,3512802
"Los Angeles County ","CA",2023-04-18,3513154
"Los Angeles County ","CA",2023-04-19,3513485
"Los Angeles County ","CA",2023-04-20,3513761
"Los Angeles County ","CA",2023-04-21,3514067
"Los Angeles County ","CA",2023-04-22,3514314
"Los Angeles County ","CA",2023-04-23,3514506
"Los Angeles County ","CA",2023-04-24,3514680
"Los Angeles County ","CA",2023-04-25,3514999
"Los Angeles County ","CA",2023-04-26,3515265
"Los Angeles County ","CA",2023-04-27,3515490
"Los Angeles County ","CA",2023-04-28,3515699
"Los Angeles County ","CA",2023-04-29,3516321
"Los Angeles County ","CA",2023-04-30,3516505
"Los Angeles County ","CA",2023-05-01,3516654
"Los Angeles County ","CA",2023-05-02,3516941
"Los Angeles County ","CA",2023-05-03,3517182
"Los Angeles County ","CA",2023-05-04,3517364
"Los Angeles County ","CA",2023-05-05,3517549
"Los Angeles County ","CA",2023-05-06,3517710
"Los Angeles County ","CA",2023-05-07,3517803
"Los Angeles County ","CA",2023-05-08,3517879
"Los Angeles County ","CA",2023-05-09,3517896
"Los Angeles County ","CA",2023-05-10,3517896
"Los Angeles County ","CA",2023-05-11,3517896
"Los Angeles County ","CA",2023-05-12,3517896
"Los Angeles County ","CA",2023-05-13,3517896
"Los Angeles County ","CA",2023-05-15,3520366
"Los Angeles County ","CA",2023-05-16,3520630
"Los Angeles County ","CA",2023-05-17,3520848
"Los Angeles County ","CA",2023-05-18,3521017
"Los Angeles County ","CA",2023-05-19,3521167
"Los Angeles County ","CA",2023-05-20,3521279
"Los Angeles County ","CA",2023-05-21,3521382
"Los Angeles County ","CA",2023-05-22,3521436
"Los Angeles County ","CA",2023-05-23,3522133
"Los Angeles County ","CA",2023-05-24,3522369
"Los Angeles County ","CA",2023-05-25,3522521
"Los Angeles County ","CA",2023-05-26,3522654
"Los Angeles County ","CA",2023-05-27,3522764
"Los Angeles County ","CA",2023-05-28,3522843
"Los Angeles County ","CA",2023-05-29,3522905
"Los Angeles County ","CA",2023-06-12,3527093
"Los Angeles County ","CA",2023-06-13,3527317
"Los Angeles County ","CA",2023-06-14,3527569
"Los Angeles County ","CA",2023-06-15,3527803
"Los Angeles County ","CA",2023-06-16,3527988
"Los Angeles County ","CA",2023-06-17,3528174
"Los Angeles County ","CA",2023-06-18,3528306
"Los Angeles County ","CA",2023-06-19,3528424
"Los Angeles County ","CA",2023-06-20,3528643
"Los Angeles County ","CA",2023-06-21,3528837
"Los Angeles County ","CA",2023-06-22,3528994
"Los Angeles County ","CA",2023-06-23,3529156
"Los Angeles County ","CA",2023-06-24,3529284
"Los Angeles County ","CA",2023-06-25,3529360
"Los Angeles County ","CA",2023-06-26,3529417
"Los Angeles County ","CA",2023-06-27,3529436
"Los Angeles County ","CA",2023-06-28,3529436
"Los Angeles County ","CA",2023-06-29,3529436
"Los Angeles County ","CA",2023-06-30,3529436
"Los Angeles County ","CA",2023-07-01,3531300
"Los Angeles County ","CA",2023-07-02,3531463
"Los Angeles County ","CA",2023-07-03,3531563
"Los Angeles County ","CA",2023-07-04,3531755
"Los Angeles County ","CA",2023-07-05,3531877
"Los Angeles County ","CA",2023-07-06,3532157
"Los Angeles County ","CA",2023-07-07,3532384
"Los Angeles County ","CA",2023-07-08,3532612
"Los Angeles County ","CA",2023-07-09,3532761
"Los Angeles County ","CA",2023-07-10,3532920
"Los Angeles County ","CA",2023-07-11,3533180
"Los Angeles County ","CA",2023-07-12,3533395
"Los Angeles County ","CA",2023-07-13,3533569
"Los Angeles County ","CA",2023-07-14,3533727
"Los Angeles County ","CA",2023-07-15,3533901
"Los Angeles County ","CA",2023-07-16,3533991
"Los Angeles County ","CA",2023-07-17,3534073
"Los Angeles County ","CA",2023-07-18,3534088
"Los Angeles County ","CA",2023-07-19,3534088
"Los Angeles County ","CA",2023-07-20,3534088
"Los Angeles County ","CA",2023-07-21,3534088
"Los Angeles County ","CA",2023-07-22,3534088
"Los Angeles County ","CA",2023-07-23,3534088
